consent|consentement
frankness|transparent
constitution|constitution
tech|types
chain|alimentaire
speak|crainte
education|éducation
Built|jeté
MOT|accident
terms|libellé
building|édification
wanted|voulait
indeed|confiant
committed|résolu
foremost|éminents
Hare|éminents
weaker|concessions
FIRA|pensent
constrained|limites
perhaps|no
absolutely|aucune
involving|essaie
dedicated|dévoués
explanation|explications
generation|génération
suggestion|essaierons
Trade|étrangères
pursuant|conformément
savings|énormes
territorial|territoriaux
bound|déroger
really|modifie
Transportation|1934
oaths|De
provided|fourni
depend|tributaire
preferred|industriels
Career|Avantage
pursue|sûr
Timmins|journaliste
caucus|caucus
before|auparavant
unacceptably|18
Bulte|Sarmite
mandate|mandat
getting|insertion
Saguenay|promptitude
this|cette
consideration|Trône
Creativity|créativité
creative|originales
Act|supplément
effective|efficace
rehabilitation|prisons
unemployment|chômage
advise|province
opens|cycle
PC|province
Oceans|g
performing|partisane
did|4
team|stationnés
Marleau|Robert
hearings|ressorti
expect|satisfaire
Transition|sciences
societies|appartient
brief|bref
century|siècle
unimaginable|imposaient
yes|demeurons
against|contre
united|uni
advanced|partage
old|imposaient
attend|cru
afford|pareil
posted|disponible
including|notamment
45|45
discuss|fournisseur
something|prétend
employment|fédéraux
proposal|prétendu
in|dans
naturally|négociations
framework|médicaments
conducted|conduitM.
1.13|13
collaborate|Équipe
dislocation|graves
only|seulement
specialized|avocats
Valley|exclusivement
years|ans
e|dévelop
name|nom
raises|austérité
talk|prétendu
hopes|espoirs
lot|aspects
contract|plein
Niagara|Centre
Outward|extérieur
Innovation|dotation
tourist|Victoria
spend|désirent
re|réapprovisionnement
Corporate|Avantage
was|était
depart|déroger
basis|anormal
throats|forcez
investment|investissement
diversion|risque
heritage|patrimoine
properly|méthodes
Manning|Preston
Wyman|m.
healthy|bonne
Throne|Trône
element|situations
continuing|continu
allocating|opposerait
Liberal|libéral
Court|Cour
particularly|surtout
Alberta|carcéraux
Crown|vendues
culminate|audacieuse
clarify|préciser
pension|pensions
sensitivity|dépistage
until|demain
technique|anormal
19|pourrais
explore|explorera
commitment|engagement
expand|départ
Wheat|blé
duty|devoir
55|annonce
why|pourquoi
opportunity|occasion
competition|plans
onus|libérer
Public|renouvellement
belongs|appartient
section|paragraphe
internship|stage
(|)
place|endroit
natural|admiration
contrary|tenaient
capitalize|débouchés
Mr.|m
afraid|mal
Affairs|Nord
direct|apportées
Institute|diffusion
per|%
autumn|bienvenue
j|humaines
devoted|consacrera
syndrome|tambour
want|veulent
forecasters|pessimistes
promises|consulterait
Houses|Trône
everyone|dessus
Internal|supplément
's|réfléchissons
distributed|98,355
Languages|langues
colleges|types
Institution|carcéraux
stage|précis
been|été
next|prochaines
Antonio|Robert
pay|prison
endowment|dotation
South|Ind
economic|économiques
fortunately|heureusement
mind|visé
movies|vidéos
cordial|bienvenue
conservation|commence
having|ayant
cut|2,958
bargaining|négociation
videos|vidéos
remains|stimuler
outright|régularisation
grain|fléchir
can|pouvons
myself|présentée
efficiency|remonter
duties|promets
closed|mine
maybe|journaliste
vehicles|ii
streets|sentent
credit|importants
sectors|secteurs
intensive|réclame
according|bâtis
highest|meilleurs
university|delà
drugs|médicaments
demonstrate|rompant
follows|bruit
gave|Windsor
motions|motions
may|peuvent
nearly|ERCO
transition|second
complexity|complexité
newspaper|journaliste
unequalled|xxie
even|continu
Verdun|persuadé
COMMONS|COMMUNES
verifiable|inspirer
hammered|arrivé
itself|renfloue
laudable|visons
given|embranchements
entering|cycle
applied|fiscales
policy|politique
litre|2.8c
dissolved|dissoutes
oil|réduirait
form|servent
maintained|familiales
22|22
Expansion|honnêteté
advancement|technologique
Fort|ville
appears|éminents
refer|irai
while|tandis
manner|prétends
instance|récolte
task|tâche
said|déclaré
afternoon|charabia
global|mondiale
today|hui
Child|prestation
substantive|contient
focussing|mette
face|enjeux
have|ont
Manitoba|Manitoba
contribution|nationales
one|seul
leftists|gauchistes
right|droit
jobs|emplois
agreement|régional
seeking|présentés
future|avenir
d|citoyenneté
Board|Trésor
but|mais
achieved|établies
Chamber|rendent
certainly|irai
commissionners|poursuis
ought|retenir
stricter|bâtis
collectively|décide
assembled|réunis
names|noms
anybody|réadapter
privileges|privilèges
barrier|tiers
considered|considère
elect|articles
exports|fléchir
chosen|êtes
program|programme
third|troisième
bet|tantôt
range|nucléaires
wealth|sûr
Chair|présidence
people|gens
province|priorité
productive|productive
strengthening|renforçant
statements|efforcer
again|trahi
position|position
consist|précisé
continue|poursuivre
preview|fondamentalement
list|liste
compliance|nécessairement
institutions|institutions
many|nombreuses
ready|prêt
amount|Affaires
disease|situer
content|préciserait
exchange|incluront
immigration|immigration
readily|consulterait
across|partout
clarity|transparent
April|avril
little|assuré
positioned|placé
mail|900
expanded|carcéraux
Orders|modifié
Rights|l
accessible|mettrons
revitalize|partagent
crucial|science
particular|destinées
walks|réalisent
senior|pourront
decision|décision
subgovernment|arracher
accurate|exactement
door|tambour
Penner|libérer
bottom|fond
they|ils
appear|manquer
concerned|inquiéter
l|l
Finance|f
Ottawa|Ottawa
distance|imposaient
hands|sort
rapid|tuberculose
polling|ouverts
effectiveness|sciences
encourages|Avantage
Council|éducatifs
seat|conduitM.
competency|travaillions
partner|constructif
add|ajouterais
important|importantes
difficulty|difficultés
moment|réfléchissons
fewer|moins
Millennium|célébration
met|rencontré
magazines|vidéos
qualify|sexuels
difficult|difficile
campaign|libéralisation
either|prétendu
recommendation|trouvait
ghost|ville
course|supplémentaires
charge|blé
number|nombre
though|cinquante
western|importants
improvements|apportées
turn|aériennes
Gentlemen|mesdames
3.29|levée
joining|joindre
lose|écoper
request|demande
determining|modification
native|ni
Disabilities|humaines
welcome|innovateurs
withdrawing|oeufs
lines|lignes
involved|autorités
seen|regrette
Tories|proposent
nothing|rien
''|quatorze
compensated|érosion
investments|continuant
marine|réapprovisionnement
ruled|Cour
else|Beaches
operation|réaffirmé
apply|appliquent
federation|fédération
pass|vapeur
onto|partir
pressure|réduirait
medium|sensiblement
import|importer
factor|importants
whose|appartient
humble|remerciements
rule|étau
Gentleman|noire
cultural|éducatifs
college|modeste
a|un
Service|renouvellement
potential|potentiel
products|produits
readiness|permettront
part|partiel
command|choisi
proud|vaillants
aggressive|cité
standards|normes
strategy|stratégie
athletic|associations
target|visé
assets|érosion
hard|persévérance
budget|février
comment|commenter
proceeds|budgétaire
routine|courantes
July|juillet
paper|donnera
amateur|associations
votes|recueilli
sure|persuadé
Rod|noire
99|1999
encourage|sûr
skills|compétences
pledges|électorales
Defence|anciens
diversity|diversité
hundreds|centaines
actively|coopérative
Program|posture
pride|fierté
leads|social
dissemination|diffusion
for|puis
running|cinquante
Abbotsford|Bloc
fairness|justice
Knowledge|créativité
targeted|vivant
measures|croissants
during|remédier
also|également
Petro|Petro
none|aucune
territory|visité
certain|définir
vigorously|relativement
s|améliorer
hear|bravo
Cabinet|cabinet
f|f
registered|enregistrées
response|réponds
Confederation|Confédération
reported|diminué
housekeeping|contient
entrusted|confiant
Hon.|hypothèse
gone|multiples
proposing|proposent
away|budgétaire
gas|essence
honour|honneur
serving|renouvellement
chief|vacant
supply|CRÉDITS
allowance|familiales
stood|levés
noise|bruit
taxes|voudrait
establishment|priorité
rights|droits
duly|élu
madam|madame
commercialize|sensiblement
describing|géographiques
generally|fondamentaux
/|Mesdames
simply|simplement
1985|28
Northern|Nord
desire|désir
institute|250,000
broad|démarche
35|dissoutes
Revised|supplément
voted|voté
disillusioned|dernièrement
need|besoin
farm|agricole
breaking|imposaient
investigation|contradiction
piece|Indiens
receiving|instances
70|annuel
dollars|pensent
energy|collectif
considerable|acquis
stolen|quel
advance|langue
vibrant|léguer
301|bienvenue
kind|instances
carpenters|Moncton
over|fil
existence|Division
finances|cycle
legislation|déposera
PT7|puissance
principle|principe
stock|tenu
coasted|crise
mecca|Victoria
wait|pluies
projected|fléchir
were|étaient
preside|présider
Assistant|adjointe
Pension|aînés
DREE|Affaires
shops|fin
laws|mauvaises
No.|no
manufacture|possèdent
between|entre
chapter|articles
experiences|influence
Forces|amènent
days|jours
suggestions|originales
hearing|Cour
counterparts|relations
consultation|province
maintenance|entretien
came|hausse
cost|coût
Sea|mer
choice|rapporter
27|dissoutes
doors|gauche
1994|illustre
HOUSE|TRAVAUX
simultaneously|étau
come|bâtiment
programs|programmes
suggesting|voudrait
reading|lecture
adoption|formerons
toward|social
Persons|humaines
elementary|élémentaire
longest|21
those|penser
groups|enregistrées
safe|sécurité
music|vidéos
libraries|paliers
Motion|no
these|ces
oppose|opposerait
.5|5
equalization|péréquation
Soviet|inspirer
higher|supérieur
backs|austérité
administer|remonter
preserving|protéger
context|retenir
general|généraux
call|appel
answered|assuré
short|règne
offer|offert
schism|provoquer
inflow|pensent
Future|défi
full|déposé
equip|capables
crime|crime
former|ancien
opinion|portera
take|prendre
priorities|priorités
when|quand
bad|mauvaises
hon.|Lehon.
isolation|séparément
tools|disposition
emissions|mondiaux
production|carcéraux
cause|embarcations
experience|expérience
justice|intégrera
along|courantes
Food|agroalimentaire
representative|Bloc
earning|35,000
substantial|somme
85|fléchir
Justice|l
HANSARD|NUMÉRO
Lamer|Robert
concerning|tantôt
Bergeron|Bloc
drug|brise
boring|ennuyer
desires|désir
Order|paragraphe
sustained|soutenue
-|long
collapsed|éclipsé
attendance|rende
saw|trahi
prostitutes|seules
party|précis
squeeze|étau
election|élections
partisan|partisane
Auditor|Vérificateur
purposes|fins
2000|mettrons
INTERNAL|BUREAU
regulations|règlements
prepared|préparés
industry|industrie
mean|35,000
transforming|transforme
figure|expressions
Conservatives|tenaient
straightforward|articles
becoming|industriels
Treaty|préalablement
assess|permettront
revive|remonter
enhancing|protéger
beings|solliciteur
progress|progrès
previously|budgétés
cent|%
beef|régularisation
common|espace
track|brut
OFFICE|De
ourselves|abondance
view|acceptons
GDP|brut
violent|répétera
glad|heureux
Accord|2.8c
reiterated|réaffirmé
SESSION|SESSION
accept|pensons
ideas|idées
implications|étudié
objectives|relance
creativity|créativité
positive|note
Statutes|supplément
State|cinquante
leading|dotation
C|C
wants|veut
level|niveau
indefinitely|entretien
lowest|1938
allowing|comporter
hand|assuré
fashion|coopérative
Rail|chemins
consultations|relance
downward|brut
20,000|2,958
20|XXe
counting|dépouillement
committee|comité
confirm|plu
AIB|CAI
exhibits|répondant
segments|servent
type|quant
increase|augmenter
incident|effectuées
around|train
Sir|recommande
every|visité
levels|niveaux
experiment|expérimenter
territories|sociaux
lead|ferons
review|Cour
airline|aériennes
handling|courantes
eligibility|365
passenger|taxi
tundra|amicale
power|pouvoirs
Americans|1,122,000
Cochrane|libérer
aspirations|inspirerons
Governor|Gouverneur
using|collectif
lesson|Windsor
wishes|partisane
search|promptitude
balanced|intelligence
invests|investit
professionals|imposées
yesterday|trahi
current|dépistage
climate|climat
seats|sièges
engages|renfloue
officially|secrétaire
displays|cesser
Sustainable|dévelop
says|collègue
offices|98,355
powers|présentés
based|fondés
15|2,958
Indian|Indiens
new|nouvelles
agreed|adoptée
Aboriginal|autochtones
determined|fondées
intents|rues
divorced|1,122,000
faulty|argument
branches|embranchements
transparency|transparence
stressed|cité
volunteers|bénévoles
business|affaires
renewed|renouvelé
timetable|calendrier
Commission|aussitôt
innovative|innovatrices
reference|respecté
idea|audacieuse
emerging|défis
richness|xxie
original|initial
great|déférence
smooth|consacrera
Kilger|Bloc
agenda|truchement
United|boisseau
Airport|extrémité
workers|confinées
computers|réseau
way|coopérer
PT6|puissance
issues|questions
advice|refusé
employees|langue
whole|parlementaire
will|aura
A|déroger
remainder|Affaires
reserves|partir
distinguished|sexuels
reality|représentation
area|éloigner
fourth|quatrième
White|Bloc
declare|choisi
treated|séparément
overcome|sacrifices
rise|invoque
engage|techniques
parliamentarians|parlementaires
print|lettres
ballot|tour
predictability|transparence
however|toutefois
seem|négociation
Department|ministère
weapons|paroles
Baldwin|Baldwin
deemed|lu
ghettos|confinées
resulting|supérieur
curtains|gauche
Russell|Prescott
mentor|présence
booths|ouverts
introduced|revenir
individuals|permanent
fit|fournisseur
businesses|entreprises
hold|allez
plan|plan
free|libérer
effort|effort
Claude|Drouin
Lester|Nobel
direction|excuses
medically|médicaments
favourable|localité
region|promptitude
sold|vendues
return|revenons
Three|ii
attracting|capitaux
outcome|élargi
Black|noire
issue|donnera
include|fédérales
tomorrow|demain
Special|Division
Commons|communes
technology|technologie
brings|dernièrement
directly|directement
person|levés
regardless|indépendamment
priority|considérée
VIA|entretien
meeting|réunion
character|bâtir
company|ERCO
hotel|ville
magnificent|magnifique
its|ses
voting|isoloirs
9|9p.
revised|alphabétique
immediate|rende
see|porté
themselves|appliquent
lives|sains
functions|amènent
honourable|rende
wetlands|9p.
Davenport|présider
completely|pluies
voters|900
nine|neuf
by|établissant
90|bienvenue
Corporation|occupons
500|500
completion|34
overs|reprennent
collaboration|collaboration
policies|explorera
processing|embarcations
status|modifie
skilled|importer
Elections|trouvait
clear|faits
k|k
document|oblige
highly|puissance
applauded|levés
revenue|fiscales
1960s|piastre
focus|appartient
the|le
delight|magnifique
newly|bienvenue
had|fil
N|Turner
confusing|présente
suspending|précise
sacrificed|sacrifices
took|février
living|donneront
drinks|essence
submit|prétends
opposition|oppose
Farm|occupons
Stronger|fort
admit|bonnes
excellence|modeste
multiply|conjuguant
appropriately|types
Brunswick|mine
am|mal
seriously|relations
anti|illustre
100|offert
his|promesse
government|gouverner
restructuring|restructuration
land|terres
agent|surveillance
candidates|candidats
strengthen|renforcer
improve|partout
Snowbirds|stationnés
returned|revenus
message|chante
recognizes|budgétés
annum|annuel
jointly|commun
talking|gazoduc
Party|parti
strengths|atouts
illustrate|préalablement
doom|pessimistes
revolution|transforme
interest|intérêt
ships|vaillants
results|résultats
space|espace
truly|visons
writs|dissoutes
vote|voter
provide|instants
swept|budgétaire
figures|5
spirit|esprit
sorry|regrette
another|inspirerons
premise|hypothèse
learn|apprentissage
Children|investir
account|préparé
gauge|élargi
closer|collaborer
think|pense
nation|infrastructure
year|année
others|mer
speech|discours
story|contribution
Citizenship|citoyenneté
let|permettez
leaders|leaders
openness|pragmatisme
feeling|seules
industrial|plans
Bow|Taylor
fate|sort
knowledge|savoir
transacting|paliers
collective|négociation
cited|oblige
seems|semble
Sitting|suspension
then|expliqué
burning|chauffait
celebrate|espoirs
visit|amènent
families|familles
12.10|10
food|alimentaire
stake|relevé
charged|imposées
reached|imagine
Members|membres
indicated|signalé
birthday|Nobel
clean|charabia
moratorium|forcez
lists|précisé
parents|célibataires
infrastructure|infrastructure
annually|ERCO
Deputy|vice
annual|sociaux
democracy|démocratie
applications|demandes
shampoo|essence
needed|réussir
happened|effectuées
Nunziata|Nunziata
he|laissait
available|disponibles
project|juillet
accountability|transparence
just|figurent
deterrent|accorder
more|plus
stimulating|stimuler
Carter|piastre
respective|gauche
each|chaque
alerting|passé
evaluated|élémentaire
reclaim|populations
engines|puissance
aware|persévérance
exactly|exactement
society|société
majority|majorité
quote|journaliste
cruel|comédie
big|importants
prevention|prévention
spoke|réunions
primarily|néglige
insurance|assurance
Speaker|Président
anywhere|fermement
try|essaierons
ORDERS|RÈGLEMENT
removal|motivé
of|avoir
